row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
154556,2017,115,Pine,COMMERCIAL,1,18 years and under,M,101,Emergency department,375,163,"1,172","$106,927.17",$655.99,$563.27,"$76,194.72",$467.45,$304.05,"$30,732.45",$188.54,$35.00
155420,2017,119,Polk,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,844,Clinic/Office,"10,224","5,954","8,760","$737,731.73",$123.91,$78.82,"$729,143.87",$122.46,$76.62,"$8,587.86",$1.44,$0.00
156236,2017,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,782,Outpatient Other,"49,096","22,868","8,393","$3,830,246.14",$167.49,$104.04,"$3,828,966.74",$167.44,$104.04,"$1,279.40",$0.06,$0.00
133923,2017,003,Anoka,COMMERCIAL,4,65 - 74 years,M,16,Inpatient Non-acute Professional Services,159,121,176,"$15,684.11",$129.62,$21.74,"$14,833.45",$122.59,$19.34,$850.66,$7.03,$0.00
133852,2017,003,Anoka,COMMERCIAL,2,19 - 44 years,M,14,Home Health,283,267,161,"$97,089.45",$363.63,$376.00,"$95,882.92",$359.11,$376.00,"$1,206.53",$4.52,$0.00
134691,2017,007,Beltrami,COMMERCIAL,2,19 - 44 years,M,285,Hospital Outpatient,"2,541",669,"3,180","$827,111.70","$1,236.34",$303.45,"$542,656.92",$811.15,$91.91,"$284,454.78",$425.19,$59.39
135627,2017,011,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,23,Other,"1,077",858,257,"$100,800.87",$117.48,$35.00,"$98,365.27",$114.64,$35.00,"$2,435.60",$2.84,$0.00
136467,2017,015,Brown,MEDICARE,4,65 - 74 years,F,27,Home Health,632,196,319,"$89,662.20",$457.46,$64.48,"$89,662.20",$457.46,$64.48,$0.00,$0.00,$0.00
137283,2017,019,Carver,MEDICARE,4,65 - 74 years,F,"2,075",Hospital Outpatient,"53,055","9,678","24,723","$4,470,660.46",$461.94,$128.14,"$3,831,531.07",$395.90,$107.84,"$639,129.39",$66.04,$0.00
138099,2017,025,Chisago,COMMERCIAL,1,18 years and under,F,758,Hospital Outpatient,"6,804","2,023","8,605","$1,348,211.15",$666.44,$245.00,"$1,098,403.95",$542.96,$166.98,"$249,807.20",$123.48,$0.00
139011,2017,029,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,62,Ambulance,952,431,707,"$100,536.52",$233.26,$88.00,"$100,536.52",$233.26,$88.00,$0.00,$0.00,$0.00
139851,2017,033,Cottonwood,MEDICARE,5,75 years and older,M,101,Ambulance,506,184,"1,067","$115,009.14",$625.05,$466.44,"$98,288.29",$534.18,$377.70,"$16,720.85",$90.87,$0.00
140547,2017,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,18,Hospice,190,134,170,"$206,787.98","$1,543.19",$0.00,"$206,787.98","$1,543.19",$0.00,$0.00,$0.00,$0.00
141339,2017,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,16,Inpatient Non-acute Professional Services,233,204,167,"$183,983.58",$901.88,$75.20,"$183,955.68",$901.74,$75.20,$27.90,$0.14,$0.00
142203,2017,045,Fillmore,MEDICARE,5,75 years and older,F,243,Hospital Inpatient,"6,189",438,"2,736","$5,204,341.31","$11,882.06","$11,000.42","$4,904,625.87","$11,197.78","$10,190.27","$299,715.44",$684.28,"$1,316.00"
142995,2017,049,Goodhue,MEDICARE,5,75 years and older,F,161,Independent Lab,653,296,"1,922","$30,014.69",$101.40,$22.59,"$28,978.22",$97.90,$21.97,"$1,036.47",$3.50,$0.00
143739,2017,053,Hennepin,MEDICARE,3,45 - 64 years,M,"2,280",Hospital Inpatient,"74,368","4,694","26,276","$66,242,463.07","$14,112.16","$10,498.04","$62,024,549.93","$13,213.58","$9,608.15","$4,217,913.14",$898.58,"$1,316.00"
144507,2017,057,Hubbard,MEDICARE,5,75 years and older,F,"1,015",Hospital Outpatient,"42,301","9,973","11,922","$3,200,445.81",$320.91,$72.72,"$2,522,973.10",$252.98,$63.13,"$677,472.71",$67.93,$0.00
145227,2017,061,Itasca,MEDICARE,2,19 - 44 years,M,140,Clinic/Office,"2,368","1,157","1,665","$109,861.44",$94.95,$71.69,"$83,895.26",$72.51,$55.57,"$25,966.18",$22.44,$14.57
146043,2017,067,Kandiyohi,COMMERCIAL,1,18 years and under,M,19,Ambulatory Surgery,84,19,224,"$87,509.43","$4,605.76","$4,299.64","$47,495.64","$2,499.77","$1,543.62","$40,013.79","$2,105.99","$2,000.00"
147075,2017,071,Koochiching,MEDICARE,5,75 years and older,M,85,DME (Durable Medical Equipment),783,470,987,"$38,819.28",$82.59,$32.75,"$36,145.77",$76.91,$31.94,"$2,673.51",$5.69,$0.00
148155,2017,079,Le Sueur,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,151,Hospital Inpatient Professional Services,749,364,"1,521","$172,716.48",$474.50,$171.46,"$172,710.38",$474.48,$171.46,$6.10,$0.02,$0.00
149259,2017,085,McLeod,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,25,Inpatient Non-acute,677,242,285,"$163,830.38",$676.99,$112.50,"$163,759.08",$676.69,$112.50,$71.30,$0.29,$0.00
150099,2017,091,Martin,COMMERCIAL,2,19 - 44 years,F,43,Hospital Inpatient Professional Services,308,117,485,"$296,469.84","$2,533.93",$840.34,"$280,568.00","$2,398.02",$832.94,"$15,901.84",$135.91,$0.00
151011,2017,095,Mille Lacs,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,22,Ambulatory Surgery,143,31,259,"$45,263.79","$1,460.12",$674.48,"$44,964.69","$1,450.47",$665.31,$299.10,$9.65,$0.00
151851,2017,099,Mower,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,21,Hospital Inpatient Professional Services,358,177,198,"$5,384.54",$30.42,$20.61,"$5,384.54",$30.42,$20.61,$0.00,$0.00,$0.00
152667,2017,103,Nicollet,MEDICARE,5,75 years and older,F,237,DME (Durable Medical Equipment),"2,021","1,221","2,779","$96,948.74",$79.40,$40.74,"$85,332.20",$69.89,$35.23,"$11,616.54",$9.51,$1.15
153723,2017,109,Olmsted,MEDICARE,3,45 - 64 years,M,255,Hospital Inpatient Professional Services,"8,140","2,434","2,895","$701,614.19",$288.26,$141.20,"$588,699.57",$241.87,$114.81,"$112,914.62",$46.39,$19.71
154635,2017,115,Pine,COMMERCIAL,4,65 - 74 years,M,45,Clinic/Office,740,275,514,"$44,090.84",$160.33,$98.55,"$29,955.03",$108.93,$41.40,"$14,135.81",$51.40,$0.00
155630,2017,119,Polk,MEDICARE,5,75 years and older,M,21,Outpatient Other,"3,824",416,227,"$239,074.66",$574.70,$52.78,"$200,540.04",$482.07,$52.78,"$38,534.62",$92.63,$0.00
156374,2017,123,Ramsey,MEDICARE,4,65 - 74 years,F,"18,623",Clinic/Office,"531,017","222,145","221,970","$38,698,837.99",$174.21,$106.17,"$35,160,307.49",$158.28,$91.86,"$3,538,530.50",$15.93,$0.00
133443,2017,001,Aitkin,COMMERCIAL,1,18 years and under,M,234,Clinic/Office,"2,123",908,"2,684","$170,919.89",$188.24,$124.04,"$130,373.61",$143.58,$105.71,"$40,546.28",$44.65,$0.00
134427,2017,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,11,Ambulatory Surgery,60,11,112,"$8,853.71",$804.88,$658.72,"$8,803.71",$800.34,$608.72,$50.00,$4.55,$0.00
133468,2017,001,Aitkin,COMMERCIAL,2,19 - 44 years,M,54,Emergency department,254,74,609,"$75,777.88","$1,024.03",$874.11,"$40,720.79",$550.28,$301.89,"$35,057.09",$473.74,$300.00
135066,2017,009,Benton,COMMERCIAL,2,19 - 44 years,F,259,Emergency department,"1,322",482,"2,933","$364,263.00",$755.73,$720.32,"$252,137.29",$523.11,$394.25,"$112,125.71",$232.63,$0.90
135930,2017,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,963,Hospital Outpatient,"12,147","3,131","9,908","$1,018,046.33",$325.15,$86.90,"$1,013,533.64",$323.71,$84.69,"$4,512.69",$1.44,$0.00
136674,2017,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,60,DME (Durable Medical Equipment),300,173,691,"$57,337.20",$331.43,$39.90,"$57,337.20",$331.43,$39.90,$0.00,$0.00,$0.00
137370,2017,021,Cass,COMMERCIAL,2,19 - 44 years,F,142,Other,494,268,"1,574","$42,228.91",$157.57,$100.71,"$26,042.88",$97.17,$40.25,"$16,186.03",$60.40,$22.45
138306,2017,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,32,Outpatient Other,"1,023",552,378,"$123,709.05",$224.11,$142.92,"$120,659.05",$218.59,$142.92,"$3,050.00",$5.53,$0.00
139314,2017,031,Cook,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,135,Hospital Outpatient,"1,033",328,"1,485","$80,318.08",$244.87,$134.05,"$80,318.08",$244.87,$134.05,$0.00,$0.00,$0.00
140250,2017,035,Crow Wing,MEDICARE,5,75 years and older,F,353,Home Health,"8,942","2,315","4,095","$1,425,676.34",$615.84,$156.86,"$1,408,930.81",$608.61,$156.86,"$16,745.53",$7.23,$0.00
141018,2017,039,Dodge,MEDICARE,3,45 - 64 years,M,23,Ambulance,82,33,276,"$15,975.57",$484.11,$472.87,"$12,323.63",$373.44,$374.48,"$3,651.94",$110.66,$103.74
141882,2017,045,Fillmore,COMMERCIAL,2,19 - 44 years,M,22,DME (Durable Medical Equipment),162,124,250,"$16,009.76",$129.11,$39.59,"$11,141.12",$89.85,$31.67,"$4,868.64",$39.26,$22.20
142794,2017,049,Goodhue,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,95,Ambulance,"4,892","1,404","1,053","$219,167.69",$156.10,$157.00,"$219,161.49",$156.10,$157.00,$6.20,$0.00,$0.00
143490,2017,053,Hennepin,COMMERCIAL,5,75 years and older,F,"1,046",Clinic/Office,"23,572","10,605","12,165","$1,396,679.58",$131.70,$42.58,"$1,181,299.41",$111.39,$25.59,"$215,380.17",$20.31,$0.00
144210,2017,057,Hubbard,COMMERCIAL,3,45 - 64 years,M,69,Emergency department,271,90,772,"$104,421.93","$1,160.24",$863.25,"$61,439.78",$682.66,$504.84,"$42,982.15",$477.58,$133.29
144954,2017,061,Itasca,COMMERCIAL,2,19 - 44 years,F,195,Emergency department,852,315,"2,177","$248,682.90",$789.47,$734.02,"$187,102.07",$593.97,$475.03,"$61,580.83",$195.49,$43.47
145722,2017,065,Kanabec,COMMERCIAL,3,45 - 64 years,F,64,Emergency department,339,99,738,"$115,311.22","$1,164.76","$1,118.96","$80,814.26",$816.31,$704.56,"$34,496.96",$348.45,$53.66
146538,2017,069,Kittson,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,16,Hospital Inpatient Professional Services,94,56,143,"$8,916.88",$159.23,$71.91,"$8,916.88",$159.23,$71.91,$0.00,$0.00,$0.00
147690,2017,075,Lake,MEDICARE,4,65 - 74 years,F,159,Emergency department,"1,097",249,"1,888","$54,832.04",$220.21,$142.56,"$49,791.59",$199.97,$111.75,"$5,040.45",$20.24,$1.68
148722,2017,083,Lyon,COMMERCIAL,2,19 - 44 years,M,15,Ambulatory Surgery,69,18,165,"$44,812.74","$2,489.60","$2,153.71","$33,704.88","$1,872.49","$1,109.74","$11,107.86",$617.10,$0.00
149586,2017,087,Mahnomen,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,125,Hospital Outpatient,"3,817",834,"1,384","$331,052.30",$396.95,$130.34,"$330,341.98",$396.09,$130.34,$710.32,$0.85,$0.00
150594,2017,093,Meeker,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,31,Hospital Inpatient Professional Services,511,236,334,"$37,274.63",$157.94,$80.80,"$37,256.03",$157.86,$80.80,$18.60,$0.08,$0.00
151506,2017,097,Morrison,MEDICARE,3,45 - 64 years,F,227,Independent Lab,"2,043",572,"2,635","$51,259.80",$89.62,$34.43,"$47,999.97",$83.92,$33.10,"$3,259.83",$5.70,$0.00
152298,2017,101,Murray,MEDICARE,5,75 years and older,M,87,Hospital Inpatient,"2,170",165,954,"$1,810,232.71","$10,971.11","$11,248.55","$1,697,760.18","$10,289.46","$10,212.92","$112,472.53",$681.65,"$1,316.00"
154058,2017,111,Otter Tail,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,90,Other,"2,545","1,953","1,002","$583,511.66",$298.78,$76.38,"$579,914.56",$296.94,$76.38,"$3,597.10",$1.84,$0.00
154922,2017,115,Pine,MEDICARE,5,75 years and older,M,104,Inpatient Non-acute,"2,587",392,"1,125","$1,399,845.93","$3,571.04",$900.96,"$1,285,727.38","$3,279.92",$789.20,"$114,118.55",$291.12,$0.00
155786,2017,121,Pope,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,11,DME (Durable Medical Equipment),89,47,132,"$16,782.61",$357.08,$78.31,"$16,770.21",$356.81,$78.31,$12.40,$0.26,$0.00
156434,2017,123,Ramsey,MEDICARE,5,75 years and older,M,350,Outpatient Other,"35,440","5,672","4,051","$2,180,369.06",$384.41,$53.98,"$1,910,365.88",$336.81,$53.40,"$270,003.18",$47.60,$0.00
157202,2017,129,Renville,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,733,Clinic/Office,"9,627","5,606","7,652","$500,423.66",$89.27,$59.92,"$488,644.35",$87.16,$57.52,"$11,779.31",$2.10,$0.00
158186,2017,135,Roseau,COMMERCIAL,2,19 - 44 years,F,62,Hospital Inpatient Professional Services,367,225,703,"$244,115.95","$1,084.96",$219.08,"$227,547.03","$1,011.32",$209.00,"$16,568.92",$73.64,$0.00
158954,2017,139,Scott,COMMERCIAL,2,19 - 44 years,F,"2,624",Other,"8,407","4,518","29,946","$917,855.31",$203.16,$141.84,"$630,984.77",$139.66,$49.20,"$286,870.54",$63.50,$14.50
159674,2017,141,Sherburne,MEDICARE,3,45 - 64 years,F,50,Inpatient Non-acute,"1,726",300,594,"$604,275.29","$2,014.25",$93.17,"$536,398.67","$1,788.00",$79.21,"$67,876.62",$226.26,$0.00
133804,2017,003,Anoka,COMMERCIAL,1,18 years and under,F,"10,073",Clinic/Office,"119,979","52,951","111,601","$11,345,136.44",$214.26,$163.43,"$8,829,845.40",$166.76,$114.18,"$2,515,291.04",$47.50,$2.89
134610,2017,005,Becker,MEDICARE,4,65 - 74 years,M,"1,417",Hospital Outpatient,"57,653","11,756","16,847","$4,684,432.24",$398.47,$126.23,"$4,001,148.44",$340.35,$106.61,"$683,283.80",$58.12,$0.00
135378,2017,009,Benton,MEDICARE,3,45 - 64 years,M,12,Outpatient Other,"1,246",60,144,"$78,829.56","$1,313.83",$122.71,"$64,834.11","$1,080.57",$97.77,"$13,995.45",$233.26,$22.77
136194,2017,015,Brown,COMMERCIAL,3,45 - 64 years,F,20,Ambulance,42,21,233,"$46,445.02","$2,211.67","$1,918.01","$41,298.29","$1,966.59","$1,720.34","$5,146.73",$245.08,$0.00
136914,2017,017,Carlton,MEDICARE,5,75 years and older,M,293,Hospital Inpatient,"6,585",539,"3,245","$6,244,591.34","$11,585.51","$9,917.47","$5,845,438.36","$10,844.97","$9,023.58","$399,152.98",$740.54,"$1,316.00"
137682,2017,021,Cass,MEDICARE,3,45 - 64 years,M,19,Outpatient Other,"4,159",250,219,"$260,988.64","$1,043.95",$48.75,"$209,510.35",$838.04,$48.75,"$51,478.29",$205.91,$0.00
138618,2017,027,Clay,COMMERCIAL,5,75 years and older,M,17,Hospital Inpatient Professional Services,271,106,198,"$5,222.94",$49.27,$30.18,"$5,049.11",$47.63,$29.34,$173.83,$1.64,$0.00
139794,2017,033,Cottonwood,MEDICARE,3,45 - 64 years,M,45,DME (Durable Medical Equipment),421,220,521,"$33,637.63",$152.90,$25.91,"$26,985.15",$122.66,$17.77,"$6,652.48",$30.24,$3.61
140466,2017,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"5,251",Emergency department,"34,606","11,925","56,050","$4,093,072.53",$343.23,$291.53,"$4,060,816.21",$340.53,$288.80,"$32,256.32",$2.70,$0.00
141354,2017,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,69,Other,"2,377","1,710",747,"$517,369.49",$302.56,$34.85,"$507,983.15",$297.07,$32.27,"$9,386.34",$5.49,$0.00
142194,2017,045,Fillmore,MEDICARE,4,65 - 74 years,M,468,Other,"2,701","1,308","5,579","$139,205.53",$106.43,$64.70,"$124,901.99",$95.49,$61.73,"$14,303.54",$10.94,$0.00
143010,2017,049,Goodhue,MEDICARE,5,75 years and older,M,"1,559",Hospital Outpatient,"77,211","16,584","18,224","$6,429,449.59",$387.69,$116.99,"$5,441,629.21",$328.13,$101.62,"$987,820.38",$59.56,$4.11
143730,2017,053,Hennepin,MEDICARE,3,45 - 64 years,F,389,Outpatient Other,"84,207","4,271","4,543","$4,998,655.71","$1,170.37",$103.38,"$4,013,593.38",$939.73,$86.44,"$985,062.33",$230.64,$16.15
144522,2017,057,Hubbard,MEDICARE,5,75 years and older,M,858,Hospital Outpatient,"39,781","9,181","10,017","$3,535,951.86",$385.14,$73.94,"$2,896,319.86",$315.47,$64.83,"$639,632.00",$69.67,$0.00
145170,2017,061,Itasca,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,42,Emergency department,315,89,462,"$11,564.75",$129.94,$66.95,"$11,564.75",$129.94,$66.95,$0.00,$0.00,$0.00
146034,2017,067,Kandiyohi,COMMERCIAL,1,18 years and under,F,56,Emergency department,208,77,644,"$57,072.00",$741.19,$641.99,"$26,637.40",$345.94,$193.60,"$30,434.60",$395.25,$381.02
147042,2017,071,Koochiching,MEDICARE,4,65 - 74 years,M,62,Ambulance,356,137,701,"$100,730.68",$735.26,$368.26,"$90,828.80",$662.98,$363.61,"$9,901.88",$72.28,$0.00
148050,2017,079,Le Sueur,COMMERCIAL,2,19 - 44 years,M,29,Independent Lab,164,49,330,"$10,947.09",$223.41,$160.85,"$7,728.59",$157.73,$73.74,"$3,218.50",$65.68,$5.68
134082,2017,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,13,Outpatient Other,"1,004",384,123,"$74,770.42",$194.71,$53.28,"$74,770.42",$194.71,$53.28,$0.00,$0.00,$0.00
133826,2017,003,Anoka,COMMERCIAL,1,18 years and under,M,20,Inpatient Non-acute,211,155,232,"$535,752.45","$3,456.47","$2,640.00","$486,698.72","$3,139.99","$2,640.00","$49,053.73",$316.48,$0.00
134618,2017,005,Becker,MEDICARE,5,75 years and older,F,"1,316",Clinic/Office,"27,143","11,495","15,451","$1,690,325.37",$147.05,$75.67,"$1,488,381.65",$129.48,$67.76,"$201,943.72",$17.57,$0.00
135314,2017,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,15,Hospice,53,53,96,"$209,342.03","$3,949.85","$4,115.36","$209,342.03","$3,949.85","$4,115.36",$0.00,$0.00,$0.00
136034,2017,013,Blue Earth,MEDICARE,2,19 - 44 years,F,30,Hospital Inpatient Professional Services,337,96,349,"$43,910.20",$457.40,$205.64,"$34,683.25",$361.28,$163.66,"$9,226.95",$96.11,$41.80
136778,2017,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,28,Home Health,834,706,312,"$49,709.22",$70.41,$57.57,"$49,696.82",$70.39,$57.57,$12.40,$0.02,$0.00
134150,2017,003,Anoka,MEDICARE,2,19 - 44 years,M,314,Emergency department,"3,300",931,"3,741","$183,207.57",$196.79,$174.97,"$144,419.06",$155.12,$135.03,"$38,788.51",$41.66,$33.60
134918,2017,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,33,Inpatient Non-acute Professional Services,437,303,368,"$19,048.04",$62.86,$36.00,"$19,048.04",$62.86,$36.00,$0.00,$0.00,$0.00
135806,2017,013,Blue Earth,COMMERCIAL,3,45 - 64 years,F,214,Independent Lab,"1,068",278,"2,481","$117,760.66",$423.60,$206.51,"$84,998.02",$305.75,$177.62,"$32,762.64",$117.85,$0.00
136718,2017,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,117,DME (Durable Medical Equipment),"1,115",651,"1,360","$52,224.40",$80.22,$57.90,"$52,177.90",$80.15,$57.90,$46.50,$0.07,$0.00
137486,2017,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,"1,155",Clinic/Office,"9,670","5,343","12,606","$651,261.48",$121.89,$97.42,"$651,017.26",$121.84,$97.42,$244.22,$0.05,$0.00
138326,2017,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,18,Emergency department,114,39,204,"$2,869.65",$73.58,$42.49,"$2,749.11",$70.49,$42.49,$120.54,$3.09,$0.00
139214,2017,029,Clearwater,MEDICARE,5,75 years and older,F,52,Independent Lab,216,81,623,"$5,756.97",$71.07,$38.88,"$5,105.09",$63.03,$36.61,$651.88,$8.05,$0.00
140150,2017,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,20,Inpatient Non-acute Professional Services,171,138,187,"$18,314.76",$132.72,$17.89,"$18,314.76",$132.72,$17.89,$0.00,$0.00,$0.00
140894,2017,039,Dodge,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,23,Inpatient Non-acute,329,173,221,"$188,263.84","$1,088.23",$761.85,"$188,263.84","$1,088.23",$761.85,$0.00,$0.00,$0.00
141926,2017,045,Fillmore,COMMERCIAL,4,65 - 74 years,F,83,Hospital Outpatient,"1,540",405,994,"$124,053.00",$306.30,$38.21,"$114,280.70",$282.17,$34.77,"$9,772.30",$24.13,$0.00
142838,2017,049,Goodhue,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,263,Other,"17,797","12,914","3,007","$4,354,248.89",$337.17,$113.15,"$4,353,505.09",$337.12,$113.15,$743.80,$0.06,$0.00
143630,2017,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,482,Ambulance,"22,814","6,627","5,393","$324,209.40",$48.92,$44.35,"$324,187.70",$48.92,$44.35,$21.70,$0.00,$0.00
144566,2017,059,Isanti,COMMERCIAL,2,19 - 44 years,F,333,Other,"1,129",632,"3,774","$167,382.97",$264.85,$155.61,"$128,348.80",$203.08,$68.68,"$39,034.17",$61.76,$0.00
145646,2017,063,Jackson,MEDICARE,5,75 years and older,F,135,Hospital Inpatient,"2,686",210,"1,518","$1,968,740.05","$9,374.95","$9,000.10","$1,797,760.98","$8,560.77","$8,137.39","$170,979.07",$814.19,"$1,316.00"
146726,2017,069,Kittson,MEDICARE,5,75 years and older,M,183,Hospital Outpatient,"9,696","1,781","2,125","$924,443.19",$519.06,$173.13,"$729,602.01",$409.66,$144.76,"$194,841.18",$109.40,$7.03
148022,2017,079,Le Sueur,COMMERCIAL,1,18 years and under,M,104,Emergency department,362,159,"1,162","$116,278.08",$731.31,$570.72,"$76,921.23",$483.78,$252.14,"$39,356.85",$247.53,$146.64
149006,2017,083,Lyon,MEDICARE,4,65 - 74 years,F,23,Home Health,659,86,273,"$86,456.91","$1,005.31",$75.77,"$86,456.91","$1,005.31",$75.77,$0.00,$0.00,$0.00
149870,2017,089,Marshall,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,258,Clinic/Office,"3,166","1,557","2,705","$143,238.05",$92.00,$74.16,"$136,865.10",$87.90,$71.32,"$6,372.95",$4.09,$0.00
150806,2017,095,Mille Lacs,COMMERCIAL,1,18 years and under,F,14,Ambulatory Surgery,68,16,159,"$53,783.97","$3,361.50","$3,124.09","$33,896.93","$2,118.56","$1,442.51","$19,887.04","$1,242.94",$564.86
151622,2017,099,Mower,COMMERCIAL,2,19 - 44 years,M,22,DME (Durable Medical Equipment),108,75,233,"$19,247.90",$256.64,$128.80,"$16,001.84",$213.36,$103.04,"$3,246.06",$43.28,$7.92
149058,2017,083,Lyon,MEDICARE,5,75 years and older,M,110,Inpatient Non-acute Professional Services,"1,180",722,"1,152","$60,327.22",$83.56,$71.92,"$51,408.66",$71.20,$65.43,"$8,918.56",$12.35,$9.01
149994,2017,089,Marshall,MEDICARE,3,45 - 64 years,F,54,Other,589,208,624,"$28,717.39",$138.06,$83.00,"$23,895.15",$114.88,$68.84,"$4,822.24",$23.18,$13.45
150858,2017,095,Mille Lacs,COMMERCIAL,3,45 - 64 years,F,"1,670",Clinic/Office,"26,021","10,725","18,767","$2,597,543.06",$242.20,$157.24,"$1,901,231.01",$177.27,$100.24,"$696,312.05",$64.92,$4.16
151794,2017,099,Mower,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,662,Hospital Outpatient,"22,150","5,783","7,236","$1,346,248.11",$232.79,$85.00,"$1,338,275.25",$231.42,$84.36,"$7,972.86",$1.38,$0.00
152562,2017,103,Nicollet,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,18,Hospital Outpatient,212,34,214,"$6,217.16",$182.86,$6.35,"$6,164.06",$181.30,$6.35,$53.10,$1.56,$0.00
153570,2017,109,Olmsted,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,"2,231",Hospital Outpatient,"38,776","10,495","21,741","$2,775,075.60",$264.42,$114.20,"$2,760,978.06",$263.08,$112.76,"$14,097.54",$1.34,$0.00
154338,2017,113,Pennington,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,33,Ambulance,650,206,359,"$36,350.47",$176.46,$47.80,"$36,341.17",$176.41,$47.80,$9.30,$0.05,$0.00
155442,2017,119,Polk,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,644,Hospital Outpatient,"20,923","5,246","7,015","$1,693,548.25",$322.83,$105.74,"$1,682,786.40",$320.78,$103.83,"$10,761.85",$2.05,$0.00
156354,2017,123,Ramsey,MEDICARE,3,45 - 64 years,F,219,Outpatient Other,"43,614","2,537","2,583","$2,598,542.38","$1,024.26",$50.93,"$2,097,250.79",$826.67,$50.93,"$501,291.59",$197.59,$0.00
160466,2017,145,Stearns,MEDICARE,3,45 - 64 years,M,16,Hospice,"1,897",266,151,"$184,496.19",$693.59,$0.00,"$184,496.19",$693.59,$0.00,$0.00,$0.00,$0.00
161618,2017,153,Todd,COMMERCIAL,1,18 years and under,M,149,Hospital Outpatient,"1,214",418,"1,662","$269,633.25",$645.06,$188.59,"$199,107.42",$476.33,$59.40,"$70,525.83",$168.72,$6.99
162554,2017,157,Wabasha,MEDICARE,3,45 - 64 years,M,17,Inpatient Non-acute Professional Services,150,101,190,"$17,176.84",$170.07,$86.63,"$14,498.69",$143.55,$69.74,"$2,678.15",$26.52,$12.59
163538,2017,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"3,349",Other,"158,715","100,162","37,050","$23,952,551.98",$239.14,$123.63,"$23,933,555.97",$238.95,$123.54,"$18,996.01",$0.19,$0.00
164402,2017,167,Wilkin,MEDICARE,5,75 years and older,F,129,Emergency department,811,233,"1,494","$70,568.70",$302.87,$141.24,"$66,186.58",$284.06,$112.53,"$4,382.12",$18.81,$0.00
