row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,principal_diagnosis_code,diagnosis_description,diagnosis_version,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
6289782,2019,001,Aitkin,MEDICARE,3,45 - 64 years,M,11,R50,Fever of other and unknown origin,0,144,130,"$4,284.05",$389.45,$147.74,"$4,017.64",$365.24,$123.01,$266.41,$24.21,$24.73
6291582,2019,001,Aitkin,MEDICARE,5,75 years and older,F,11,K31,Other diseases of stomach and duodenum,0,70,131,"$30,455.73","$2,768.70",$78.62,"$28,968.15","$2,633.46",$78.62,"$1,487.58",$135.23,$0.00
6292902,2019,003,Anoka,COMMERCIAL,1,18 years and under,F,975,J06,Acute upper resp infections of multiple and unsp sites,0,"1,839","11,079","$278,250.65",$285.38,$190.60,"$184,154.64",$188.87,$143.78,"$94,096.01",$96.50,$40.00
6294246,2019,003,Anoka,COMMERCIAL,1,18 years and under,M,21,Z03,Encntr for medical obs for susp diseases and cond ruled out,0,28,240,"$4,622.81",$220.13,$223.42,"$2,662.40",$126.78,$60.43,"$1,960.41",$93.35,$34.73
6295686,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,M,52,H53,Visual disturbances,0,216,608,"$39,863.65",$766.60,$293.67,"$23,405.33",$450.10,$190.87,"$16,458.32",$316.50,$49.99
6296694,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,F,114,H92,Otalgia and effusion of ear,0,189,"1,354","$33,289.62",$292.01,$200.22,"$21,301.69",$186.85,$167.20,"$11,987.93",$105.15,$33.00
6297750,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,M,"2,724",I10,Essential (primary) hypertension,0,"10,813","31,858","$892,392.07",$327.60,$225.82,"$594,094.38",$218.09,$58.92,"$298,297.69",$109.50,$33.41
6299286,2019,003,Anoka,COMMERCIAL,4,65 - 74 years,M,15,I71,Aortic aneurysm and dissection,0,66,180,"$23,555.11","$1,570.34",$211.14,"$21,586.79","$1,439.11",$170.13,"$1,968.32",$131.22,$0.00
6301182,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,37,K92,Other diseases of digestive system,0,150,425,"$12,425.27",$335.81,$93.56,"$12,425.27",$335.81,$93.56,$0.00,$0.00,$0.00
6302478,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,39,R23,Other skin changes,0,99,427,"$6,952.98",$178.28,$64.14,"$6,952.98",$178.28,$64.14,$0.00,$0.00,$0.00
6303630,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,17,R47,"Speech disturbances, not elsewhere classified",0,50,188,"$9,403.69",$553.15,$138.90,"$9,403.69",$553.15,$138.90,$0.00,$0.00,$0.00
6304422,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,85,L30,Other and unspecified dermatitis,0,193,906,"$11,531.15",$135.66,$80.87,"$11,126.85",$130.90,$77.67,$404.30,$4.75,$0.00
6305574,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,110,M72,Fibroblastic disorders,0,589,"1,258","$33,789.89",$307.18,$138.30,"$33,263.09",$302.39,$125.20,$526.80,$4.78,$0.00
6306510,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,53,K92,Other diseases of digestive system,0,528,561,"$96,508.84","$1,820.92",$283.75,"$96,284.84","$1,816.69",$283.75,$224.00,$4.22,$0.00
6308406,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,43,R39,Oth and unsp symptoms and signs involving the GU sys,0,255,498,"$21,947.43",$510.40,$128.37,"$21,791.43",$506.77,$128.37,$156.00,$3.62,$0.00
6311070,2019,003,Anoka,MEDICARE,3,45 - 64 years,F,25,L90,Atrophic disorders of skin,0,52,290,"$2,542.70",$101.70,$78.58,"$1,920.01",$76.80,$63.65,$622.69,$24.90,$18.69
6312054,2019,003,Anoka,MEDICARE,3,45 - 64 years,M,17,L91,Hypertrophic disorders of skin,0,36,204,"$3,478.76",$204.63,$80.13,"$3,048.46",$179.32,$58.11,$430.30,$25.31,$10.83
6313302,2019,003,Anoka,MEDICARE,4,65 - 74 years,F,42,R61,Generalized hyperhidrosis,0,208,498,"$6,685.55",$159.17,$112.65,"$6,131.08",$145.97,$101.53,$554.47,$13.20,$0.00
6314406,2019,003,Anoka,MEDICARE,4,65 - 74 years,M,38,S52,Fracture of forearm,0,694,456,"$110,698.69","$2,913.12",$827.47,"$103,598.46","$2,726.27",$688.84,"$7,100.23",$186.84,$100.09
6315390,2019,003,Anoka,MEDICARE,5,75 years and older,F,75,R59,Enlarged lymph nodes,0,418,875,"$42,951.93",$572.69,$184.85,"$37,778.88",$503.71,$159.10,"$5,173.05",$68.97,$17.81
6316542,2019,003,Anoka,MEDICARE,5,75 years and older,M,34,Z02,Encounter for administrative examination,0,254,374,"$17,743.84",$521.87,$96.00,"$17,530.33",$515.59,$83.64,$213.51,$6.27,$0.00
6321774,2019,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,E86,Volume depletion,0,200,134,"$33,438.09","$2,786.50",$326.50,"$33,406.29","$2,783.85",$326.50,$31.80,$2.65,$0.00
6324246,2019,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,19,M62,Other disorders of muscle,0,177,222,"$10,011.10",$526.90,$201.54,"$9,962.10",$524.32,$201.54,$49.00,$2.57,$0.00
6516897,2019,037,Dakota,COMMERCIAL,3,45 - 64 years,M,69,S62,Fracture at wrist and hand level,0,500,810,"$117,509.74","$1,703.03",$596.80,"$88,059.93","$1,276.23",$393.91,"$29,449.81",$426.80,$122.01
6518649,2019,037,Dakota,COMMERCIAL,5,75 years and older,F,21,G31,"Oth degenerative diseases of nervous system, NEC",0,79,252,"$2,232.24",$106.29,$23.59,"$1,522.53",$72.50,$21.46,$709.71,$33.79,$15.00
6520521,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,309,R19,Oth symptoms and signs involving the dgstv sys and abdomen,0,"1,017","3,521","$53,140.48",$171.97,$87.22,"$53,140.48",$171.97,$87.22,$0.00,$0.00,$0.00
6521553,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,20,R78,"Find of drugs and oth substnc, not normally found in blood",0,93,209,"$11,713.07",$585.65,$56.00,"$11,713.07",$585.65,$56.00,$0.00,$0.00,$0.00
6522705,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,64,S05,Injury of eye and orbit,0,144,740,"$12,323.47",$192.55,$83.10,"$12,134.87",$189.60,$81.62,$188.60,$2.94,$0.00
6524169,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,19,F03,Unspecified dementia,0,77,205,"$9,147.24",$481.43,$61.25,"$9,147.24",$481.43,$61.25,$0.00,$0.00,$0.00
6525057,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,20,B19,Unspecified viral hepatitis,0,77,223,"$2,769.95",$138.49,$95.18,"$2,605.95",$130.29,$78.07,$164.00,$8.20,$0.00
6527049,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,15,R26,Abnormalities of gait and mobility,0,77,178,$759.17,$50.61,$24.63,$745.72,$49.71,$24.63,$13.45,$0.89,$0.00
6529737,2019,037,Dakota,MEDICARE,3,45 - 64 years,F,13,A08,Viral and other specified intestinal infections,0,107,142,"$30,459.38","$2,343.02",$165.78,"$29,437.50","$2,264.42",$132.08,"$1,021.88",$78.60,$21.35
6530769,2019,037,Dakota,MEDICARE,3,45 - 64 years,M,25,B02,Zoster [herpes zoster],0,125,293,"$120,089.25","$4,803.57",$115.30,"$118,753.93","$4,750.15",$85.16,"$1,335.32",$53.41,$36.54
6531897,2019,037,Dakota,MEDICARE,4,65 - 74 years,F,40,E06,Thyroiditis,0,213,474,"$11,855.09",$296.37,$107.35,"$10,142.87",$253.57,$58.82,"$1,712.22",$42.80,$18.46
6532641,2019,037,Dakota,MEDICARE,4,65 - 74 years,F,93,S39,"Oth & unsp injuries of abd, low back, pelv & extrn genitals",0,302,"1,113","$16,678.15",$179.33,$108.05,"$12,982.44",$139.59,$87.13,"$3,695.71",$39.73,$20.00
6533721,2019,037,Dakota,MEDICARE,4,65 - 74 years,M,142,S61,"Open wound of wrist, hand and fingers",0,551,"1,702","$40,984.90",$288.62,$146.60,"$31,671.30",$223.03,$115.50,"$9,313.60",$65.58,$29.85
6534681,2019,037,Dakota,MEDICARE,5,75 years and older,F,418,R22,"Localized swelling, mass and lump of skin, subcu",0,"1,184","4,878","$94,931.62",$227.10,$101.69,"$79,986.43",$191.35,$82.13,"$14,945.19",$35.75,$12.71
6535545,2019,037,Dakota,MEDICARE,5,75 years and older,M,58,L71,Rosacea,0,125,696,"$8,434.50",$145.42,$107.36,"$6,507.85",$112.20,$78.35,"$1,926.65",$33.21,$25.00
6542385,2019,039,Dodge,MEDICARE,4,65 - 74 years,F,12,L90,Atrophic disorders of skin,0,22,144,"$1,363.52",$113.62,$74.49,$989.04,$82.42,$59.65,$374.48,$31.20,$27.28
6544377,2019,039,Dodge,MEDICARE,5,75 years and older,M,63,Z12,Encounter for screening for malignant neoplasms,0,293,752,"$27,443.22",$435.60,$37.55,"$24,394.72",$387.21,$34.61,"$3,048.50",$48.38,$0.00
6547401,2019,041,Douglas,COMMERCIAL,3,45 - 64 years,M,179,E11,Type 2 diabetes mellitus,0,"1,898","2,089","$172,287.89",$962.50,$359.80,"$127,346.47",$711.43,$88.44,"$44,941.42",$251.06,$121.93
6550521,2019,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,11,E10,Type 1 diabetes mellitus,0,313,112,"$34,154.55","$3,104.95","$3,461.27","$34,036.35","$3,094.21","$3,461.27",$118.20,$10.74,$3.00
6554313,2019,041,Douglas,MEDICARE,3,45 - 64 years,F,19,M75,Shoulder lesions,0,358,224,"$56,808.78","$2,989.93",$906.12,"$47,816.35","$2,516.65",$659.84,"$8,992.43",$473.28,$193.06
6556665,2019,041,Douglas,MEDICARE,4,65 - 74 years,M,196,Z48,Encounter for other postprocedural aftercare,0,"1,234","2,328","$218,710.50","$1,115.86",$119.93,"$192,167.69",$980.44,$114.40,"$26,542.81",$135.42,$23.35
6558081,2019,041,Douglas,MEDICARE,5,75 years and older,M,19,R47,"Speech disturbances, not elsewhere classified",0,88,212,"$7,833.55",$412.29,$151.16,"$6,958.90",$366.25,$125.40,$874.65,$46.03,$25.63
6564297,2019,043,Faribault,MEDICARE,3,45 - 64 years,F,18,R07,Pain in throat and chest,0,124,211,"$11,126.55",$618.14,$710.49,"$8,572.04",$476.22,$584.62,"$2,554.51",$141.91,$108.60
6566433,2019,043,Faribault,MEDICARE,5,75 years and older,F,17,J40,"Bronchitis, not specified as acute or chronic",0,59,202,"$4,943.35",$290.78,$85.03,"$4,231.15",$248.89,$77.04,$712.20,$41.89,$15.00
6328038,2019,005,Becker,MEDICARE,4,65 - 74 years,F,15,M21,Other acquired deformities of limbs,0,64,180,"$8,735.70",$582.38,$181.57,"$7,000.97",$466.73,$132.16,"$1,734.73",$115.64,$33.71
6329574,2019,005,Becker,MEDICARE,5,75 years and older,F,12,M15,Polyosteoarthritis,0,122,127,"$28,799.38","$2,399.94",$268.56,"$25,294.42","$2,107.86",$221.74,"$3,504.96",$292.08,$21.66
6332478,2019,007,Beltrami,COMMERCIAL,3,45 - 64 years,F,20,H35,Other retinal disorders,0,144,228,"$54,085.92","$2,704.29",$340.75,"$33,125.86","$1,656.29",$1.56,"$20,960.06","$1,048.00",$201.59
6334950,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,51,J09,Influenza due to certain identified influenza viruses,0,67,572,"$24,031.83",$471.21,$455.00,"$24,031.83",$471.21,$455.00,$0.00,$0.00,$0.00
6336774,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,33,M62,Other disorders of muscle,0,228,366,"$26,968.09",$817.21,$314.36,"$26,949.69",$816.65,$314.36,$18.40,$0.55,$0.00
6338574,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,26,Z46,Encounter for fitting and adjustment of other devices,0,123,264,"$2,760.13",$106.15,$40.56,"$2,760.13",$106.15,$40.56,$0.00,$0.00,$0.00
6342270,2019,007,Beltrami,MEDICARE,3,45 - 64 years,M,12,R30,Pain associated with micturition,0,119,144,"$2,530.92",$210.91,$181.03,"$2,071.28",$172.60,$144.44,$459.64,$38.30,$31.93
6343806,2019,007,Beltrami,MEDICARE,4,65 - 74 years,M,14,N50,Other and unspecified disorders of male genital organs,0,56,168,"$5,329.93",$380.70,$276.07,"$4,492.75",$320.91,$253.57,$837.18,$59.79,$46.22
6345318,2019,007,Beltrami,MEDICARE,5,75 years and older,M,18,M21,Other acquired deformities of limbs,0,94,216,"$16,200.46",$900.02,$247.73,"$13,602.01",$755.66,$168.39,"$2,598.45",$144.35,$36.19
6347046,2019,009,Benton,COMMERCIAL,2,19 - 44 years,F,117,O26,Maternal care for oth conditions predom related to pregnancy,0,403,"1,349","$121,287.92","$1,036.64",$585.99,"$103,870.78",$887.78,$546.67,"$17,417.14",$148.86,$0.00
6348942,2019,009,Benton,COMMERCIAL,3,45 - 64 years,M,18,L98,"Oth disorders of skin, subcu, not elsewhere classified",0,31,216,"$5,519.19",$306.62,$185.43,"$3,071.52",$170.64,$11.15,"$2,447.67",$135.98,$57.80
6351702,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,O70,Perineal laceration during delivery,0,37,133,"$33,485.00","$2,790.41","$2,206.65","$33,485.00","$2,790.41","$2,206.65",$0.00,$0.00,$0.00
6355974,2019,009,Benton,MEDICARE,4,65 - 74 years,F,11,C34,Malignant neoplasm of bronchus and lung,0,185,131,"$39,682.83","$3,607.53",$830.39,"$37,990.68","$3,453.69",$714.36,"$1,692.15",$153.83,$103.07
6358326,2019,009,Benton,MEDICARE,5,75 years and older,M,29,L82,Seborrheic keratosis,0,93,348,"$6,572.67",$226.64,$185.34,"$5,192.48",$179.05,$140.13,"$1,380.19",$47.59,$35.75
6363510,2019,011,Big Stone,MEDICARE,5,75 years and older,F,13,H18,Other disorders of cornea,0,24,156,"$1,207.52",$92.88,$69.36,$851.34,$65.48,$43.25,$356.18,$27.39,$25.00
6367446,2019,013,Blue Earth,COMMERCIAL,3,45 - 64 years,M,30,Z51,Encounter for other aftercare and medical care,0,554,353,"$892,723.00","$29,757.43",$529.55,"$871,686.21","$29,056.20",$143.50,"$21,036.79",$701.22,$98.80
6370230,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,424,Z11,Encounter for screening for infec/parastc diseases,0,"1,854","4,746","$54,520.18",$128.58,$88.68,"$54,399.58",$128.30,$88.68,$120.60,$0.28,$0.00
6372126,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,31,J01,Acute sinusitis,0,42,360,"$2,153.74",$69.47,$61.47,"$2,055.54",$66.30,$59.08,$98.20,$3.16,$0.00
6376110,2019,013,Blue Earth,MEDICARE,3,45 - 64 years,M,43,Z11,Encounter for screening for infec/parastc diseases,0,85,500,"$1,556.41",$36.19,$15.54,"$1,460.57",$33.96,$15.54,$95.84,$2.22,$0.00
6377382,2019,013,Blue Earth,MEDICARE,4,65 - 74 years,M,21,K31,Other diseases of stomach and duodenum,0,92,252,"$7,600.76",$361.94,$159.05,"$6,200.02",$295.23,$142.85,"$1,400.74",$66.70,$25.89
6378990,2019,013,Blue Earth,MEDICARE,5,75 years and older,M,18,K62,Other diseases of anus and rectum,0,89,213,"$7,774.81",$431.93,$333.71,"$6,650.52",$369.47,$272.09,"$1,124.29",$62.46,$29.35
6382662,2019,015,Brown,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,18,H60,Otitis externa,0,24,205,"$1,454.11",$80.78,$61.25,"$1,454.11",$80.78,$61.25,$0.00,$0.00,$0.00
6387702,2019,015,Brown,MEDICARE,4,65 - 74 years,F,12,J90,"Pleural effusion, not elsewhere classified",0,50,144,"$5,251.13",$437.59,$24.14,"$4,313.93",$359.49,$23.54,$937.20,$78.10,$2.01
6389142,2019,015,Brown,MEDICARE,5,75 years and older,F,13,K86,Other diseases of pancreas,0,82,132,"$14,642.51","$1,126.34",$115.31,"$11,972.29",$920.94,$115.31,"$2,670.22",$205.40,$12.76
6974355,2019,119,Polk,MEDICARE,5,75 years and older,F,63,K21,Gastro-esophageal reflux disease,0,236,748,"$21,351.01",$338.90,$145.32,"$16,290.49",$258.57,$116.37,"$5,060.52",$80.32,$18.46
6978291,2019,121,Pope,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,39,F43,"Reaction to severe stress, and adjustment disorders",0,725,448,"$84,689.85","$2,171.53","$1,005.63","$84,689.85","$2,171.53","$1,005.63",$0.00,$0.00,$0.00
6983571,2019,121,Pope,MEDICARE,5,75 years and older,M,16,H43,Disorders of vitreous body,0,54,192,"$7,585.62",$474.10,$111.15,"$5,531.26",$345.70,$72.52,"$2,054.36",$128.39,$30.50
6985179,2019,123,Ramsey,COMMERCIAL,1,18 years and under,M,35,H74,Other disorders of middle ear mastoid,0,51,401,"$6,690.09",$191.14,$177.29,"$4,922.58",$140.64,$145.84,"$1,767.51",$50.50,$25.00
6986187,2019,123,Ramsey,COMMERCIAL,2,19 - 44 years,F,15,I07,Rheumatic tricuspid valve diseases,0,23,177,"$9,655.08",$643.67,$634.15,"$7,978.54",$531.90,$439.41,"$1,676.54",$111.76,$0.00
6987315,2019,123,Ramsey,COMMERCIAL,2,19 - 44 years,M,44,H81,Disorders of vestibular function,0,248,515,"$28,934.56",$657.60,$314.26,"$15,548.51",$353.37,$183.61,"$13,386.05",$304.22,$85.56
6988395,2019,123,Ramsey,COMMERCIAL,3,45 - 64 years,F,20,H54,Blindness and low vision,0,121,238,"$17,527.41",$876.37,$643.73,"$13,799.39",$689.96,$265.65,"$3,728.02",$186.40,$60.15
6989523,2019,123,Ramsey,COMMERCIAL,3,45 - 64 years,M,17,H54,Blindness and low vision,0,125,200,"$6,868.39",$404.02,$286.38,"$4,929.02",$289.94,$193.09,"$1,939.37",$114.08,$0.00
6990939,2019,123,Ramsey,COMMERCIAL,4,65 - 74 years,F,13,S29,Other and unspecified injuries of thorax,0,21,156,$676.09,$52.00,$19.62,$603.09,$46.39,$19.62,$73.00,$5.61,$0.00
6992547,2019,123,Ramsey,COMMERCIAL,5,75 years and older,F,64,R11,Nausea and vomiting,0,269,710,"$7,854.78",$122.73,$57.44,"$7,074.00",$110.53,$34.32,$780.78,$12.19,$0.00
6993987,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,44,L23,Allergic contact dermatitis,0,75,523,"$5,751.43",$130.71,$85.81,"$5,751.43",$130.71,$85.81,$0.00,$0.00,$0.00
6995091,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,440,L20,Atopic dermatitis,0,"1,039","4,986","$69,905.69",$158.87,$86.56,"$69,402.84",$157.73,$86.27,$502.85,$1.14,$0.00
6996099,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,182,I49,Other cardiac arrhythmias,0,487,"2,084","$52,933.36",$290.84,$6.35,"$52,800.79",$290.11,$6.35,$132.57,$0.72,$0.00
6997083,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,21,E04,Other nontoxic goiter,0,63,249,"$5,766.31",$274.58,$95.90,"$5,613.19",$267.29,$95.90,$153.12,$7.29,$0.00
6997995,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,37,Z49,Encounter for care involving renal dialysis,0,234,401,"$10,157.85",$274.53,$202.87,"$10,134.81",$273.91,$202.87,$23.04,$0.62,$0.00
6998811,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,412,N18,Chronic kidney disease (CKD),0,"60,801","4,744","$4,311,744.32","$10,465.39",$312.89,"$4,309,018.52","$10,458.78",$311.29,"$2,725.80",$6.61,$0.00
6999747,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,23,J15,"Bacterial pneumonia, not elsewhere classified",0,212,250,"$282,763.23","$12,294.05",$138.90,"$282,728.63","$12,292.54",$138.90,$34.60,$1.50,$0.00
7000755,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,34,J98,Other respiratory disorders,0,67,378,"$2,820.46",$82.95,$2.66,"$2,787.54",$81.98,$1.73,$32.92,$0.96,$0.00
7002603,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,40,Z96,Presence of other functional implants,0,78,471,"$1,572.66",$39.31,$12.16,"$1,458.46",$36.46,$10.06,$114.20,$2.85,$0.00
7004451,2019,123,Ramsey,MEDICARE,2,19 - 44 years,M,143,H52,Disorders of refraction and accommodation,0,311,"1,704","$4,556.65",$31.86,$0.00,"$3,137.23",$21.93,$0.00,"$1,419.42",$9.92,$0.00
7005771,2019,123,Ramsey,MEDICARE,3,45 - 64 years,F,136,N63,Unspecified lump in breast,0,591,"1,606","$46,850.32",$344.48,$219.70,"$36,875.14",$271.14,$171.82,"$9,975.18",$73.34,$42.27
7006683,2019,123,Ramsey,MEDICARE,3,45 - 64 years,M,256,L03,Cellulitis and acute lymphangitis,0,"3,043","3,022","$604,083.25","$2,359.70",$216.75,"$532,356.59","$2,079.51",$173.06,"$71,726.66",$280.18,$52.81
7007763,2019,123,Ramsey,MEDICARE,4,65 - 74 years,F,56,K83,Other diseases of biliary tract,0,754,643,"$162,927.98","$2,909.42",$524.40,"$144,971.24","$2,588.77",$415.33,"$17,956.74",$320.65,$34.82
7008891,2019,123,Ramsey,MEDICARE,4,65 - 74 years,M,124,K64,Hemorrhoids and perianal venous thrombosis,0,394,"1,485","$54,967.86",$443.28,$243.85,"$44,823.38",$361.47,$193.74,"$10,144.48",$81.81,$29.19
6391542,2019,017,Carlton,COMMERCIAL,2,19 - 44 years,F,136,Z30,Encounter for contraceptive management,0,550,"1,556","$172,650.65","$1,269.49",$439.49,"$168,115.06","$1,236.14",$434.69,"$4,535.59",$33.34,$0.00
6395430,2019,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,31,G56,Mononeuropathies of upper limb,0,248,346,"$29,796.15",$961.16,$397.47,"$29,699.75",$958.05,$397.47,$96.40,$3.10,$0.00
6397782,2019,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,34,R05,Cough,0,77,380,"$3,845.15",$113.09,$40.46,"$3,738.95",$109.96,$27.96,$106.20,$3.12,$0.00
6401310,2019,017,Carlton,MEDICARE,4,65 - 74 years,F,71,N18,Chronic kidney disease (CKD),0,"5,225",831,"$373,437.34","$5,259.68",$203.09,"$306,626.03","$4,318.67",$194.32,"$66,811.31",$941.00,$16.74
6402966,2019,017,Carlton,MEDICARE,5,75 years and older,F,28,S81,Open wound of knee and lower leg,0,852,322,"$133,976.17","$4,784.86",$175.03,"$97,191.10","$3,471.11",$125.82,"$36,785.07","$1,313.75",$25.79
6404622,2019,019,Carver,COMMERCIAL,1,18 years and under,M,11,H04,Disorders of lacrimal system,0,22,96,"$11,641.08","$1,058.28",$165.00,"$11,522.21","$1,047.47",$141.07,$118.87,$10.80,$0.00
6406374,2019,019,Carver,COMMERCIAL,2,19 - 44 years,M,15,M50,Cervical disc disorders,0,133,180,"$49,500.70","$3,300.04",$291.94,"$47,128.32","$3,141.88",$102.96,"$2,372.38",$158.15,$40.00
6407814,2019,019,Carver,COMMERCIAL,3,45 - 64 years,M,84,H90,Conductive and sensorineural hearing loss,0,231,987,"$36,414.08",$433.50,$184.41,"$24,769.55",$294.87,$89.23,"$11,644.53",$138.62,$62.83
6410598,2019,019,Carver,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,24,R30,Pain associated with micturition,0,72,286,"$2,073.22",$86.38,$61.81,"$2,073.22",$86.38,$61.81,$0.00,$0.00,$0.00
6413718,2019,019,Carver,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,20,H52,Disorders of refraction and accommodation,0,53,229,"$1,212.18",$60.60,$51.66,"$1,138.18",$56.90,$48.66,$74.00,$3.70,$0.00
6417030,2019,019,Carver,MEDICARE,4,65 - 74 years,F,16,F51,Sleep disorders not due to a substance or known physiol cond,0,25,192,"$1,969.46",$123.09,$106.82,"$1,647.87",$102.99,$85.11,$321.59,$20.09,$16.62
6418326,2019,019,Carver,MEDICARE,4,65 - 74 years,M,149,R53,Malaise and fatigue,0,800,"1,752","$66,019.88",$443.08,$113.23,"$59,469.48",$399.12,$96.49,"$6,550.40",$43.96,$1.20
6419742,2019,019,Carver,MEDICARE,5,75 years and older,M,16,K56,Paralytic ileus and intestinal obstruction without hernia,0,367,161,"$96,103.03","$6,006.43","$4,987.62","$84,426.48","$5,276.65","$4,472.18","$11,676.55",$729.78,$471.89
6423726,2019,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,76,M79,"Oth and unsp soft tissue disorders, not elsewhere classified",0,263,877,"$21,829.94",$287.23,$172.17,"$21,829.94",$287.23,$172.17,$0.00,$0.00,$0.00
6425814,2019,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,78,R10,Abdominal and pelvic pain,0,718,834,"$54,286.74",$695.98,$455.00,"$53,617.54",$687.40,$455.00,$669.20,$8.57,$0.00
6429390,2019,021,Cass,MEDICARE,3,45 - 64 years,F,40,R91,Abnormal findings on diagnostic imaging of lung,0,105,445,"$4,849.99",$121.24,$26.58,"$3,695.79",$92.39,$22.71,"$1,154.20",$28.85,$4.58
6431190,2019,021,Cass,MEDICARE,4,65 - 74 years,M,27,I77,Other disorders of arteries and arterioles,0,65,320,"$8,271.72",$306.36,$94.87,"$6,228.94",$230.70,$86.32,"$2,042.78",$75.65,$11.68
6432918,2019,021,Cass,MEDICARE,5,75 years and older,M,36,R13,Aphagia and dysphagia,0,220,397,"$53,326.08","$1,481.28",$193.49,"$41,698.06","$1,158.27",$154.45,"$11,628.02",$323.00,$39.96
6439566,2019,023,Chippewa,MEDICARE,4,65 - 74 years,F,350,Z12,Encounter for screening for malignant neoplasms,0,"1,528","4,192","$178,624.95",$510.35,$192.32,"$159,740.91",$456.40,$192.32,"$18,884.04",$53.95,$0.00
6441822,2019,025,Chisago,COMMERCIAL,1,18 years and under,F,11,Z79,Long term (current) drug therapy,0,39,123,"$2,306.53",$209.68,$110.74,"$1,900.62",$172.78,$69.44,$405.91,$36.90,$0.00
6444174,2019,025,Chisago,COMMERCIAL,3,45 - 64 years,F,13,I73,Other peripheral vascular diseases,0,51,148,"$4,038.93",$310.68,$174.20,"$3,046.02",$234.30,$56.76,$992.91,$76.37,$2.99
6445254,2019,025,Chisago,COMMERCIAL,3,45 - 64 years,M,31,R39,Oth and unsp symptoms and signs involving the GU sys,0,87,366,"$7,435.10",$239.84,$227.48,"$4,014.98",$129.51,$46.18,"$3,420.12",$110.32,$23.58
